,date,review,rating,isEdited,userName,title,developerResponse,review-en
113,2023-01-25 11:53:43,Cok yardimci oluyor.BAYILDIM,5,FALSE,user363742482,Tyt ayt,"{'id': 34503105, 'body': 'Merhaba, senin için geliştirdiğimiz uygulamamızdan memnun kalmana çok sevindik. Pozitif yorumlarını zaman ayırıp bizimle paylaştığın için teşekkür ederiz. İyi dersler, başarılar :)', 'modified': '2023-01-26T18:23:44Z'}",It is very helpful.
114,2023-01-15 16:08:34,"Gerçekten aşırı başarılı bir uygulama olmuş, elinize sağlık",5,FALSE,Sevgi T,Mükemmel,"{'id': 34327431, 'body': 'Merhaba Sevgi, pozitif düşüncelerini zaman ayırıp bizimle paylaştığın için teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. Umarım başarılı olmanda her zaman sana destek olmaya devam ederiz. İyi dersler diliyorum :)', 'modified': '2023-01-17T07:44:59Z'}","It was really an extremely successful application, health to your hand"
115,2023-01-09 16:02:09,"Sorular iyi , konu anlatımlar iyi , denemeler iyi. Birkaç kitap fiyatına premium üyelik var. Ben kullanıyorum ve pişman değilim",5,FALSE,Ben Öldüm Siz Devam Edin,Mükemmel,"{'id': 34217611, 'body': 'Merhaba, memnun olmana çok sevindik. Yorumlarını bizimle paylaştığın için teşekkür ederiz. Umarım başarılı olmanda yanında olmaya her zaman devam ederiz. İyi dersler diliyorum :)', 'modified': '2023-01-11T07:34:43Z'}","The questions are good, the subjects are good, the essays are good. There is a premium membership for a few books. I use it and I don't regret it"
116,2023-01-05 22:55:08,Uygulamayı gerçekten güzel yapmışlar,5,FALSE,Aytuğcan,Beğendimmm,"{'id': 34142436, 'body': 'Merhaba Aytuğcan, bizimle pozitif düşüncelerini paylaştığın için çok teşekkür ederim, memnun olmana sevindim. Yorumların bizim için her zaman önemli, paylaşmak istediğin başka bir yorumun varsa info@pakodemy.com mail adresinden bize ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T09:06:31Z'}",They made the application really good
117,2023-01-09 7:42:30,Aylık üyeliği nasıl iptal edicem yıllık alıcam,2,FALSE,merve tayman,Üyelik iptali,"{'id': 34217557, 'body': 'Merhaba Merve, Ayarlar -> En üstteki Ad Soyad (Apple ID, iCloud, iTunes & App Store) yazan alan -> Açılan sayfada 4. sırada Üyelikler kısmından Pakodemy Premiumu iptal edebilirsin.  Üyelik iptalleri sonrasında üyelik süresi bitimine kadar Premium özelliklerden yararlanmaya devam edersin. Bu süre bittikten sonra premium üyeliğini yenileyebilirsin. İyi dersler :)', 'modified': '2023-01-11T07:33:14Z'}",How can I cancel monthly membership annually
118,2022-12-22 19:00:55,İnternete bağlı olmama rağmen bu uyarıyı veriyor bu yüzden giremiyorum,1,FALSE,Fkgllgglfkıfkg,UYGULAMA İNTERNETE BAĞLANAMADI DİYOR,"{'id': 34127384, 'body': ""Merhaba, böyle bir problem yaşamanıza çok üzüldük. info@pakodemy.com'a e-posta atarsanız hemen size yardımcı olabiliriz."", 'modified': '2023-01-06T09:12:36Z'}","Although I am connected to the internet, it gives this warning so I can't enter"
119,2022-12-07 18:40:01,UYGULAMA ATIYOR DÜZELTİN,1,FALSE,barantahayenen,atıyorr,"{'id': 34142485, 'body': 'Merhaba, böyle bir sorun yaşadığın için çok üzgünüm. Seni daha iyi anlayabilmem ve sorununu en kısa sürede çözebilmem için info@pakodemy.com mail adresimizden ulaşabilirsin.', 'modified': '2023-01-07T09:15:53Z'}",Correct the application
120,2022-12-07 11:58:56,uygulama tüm yönüyle çok iyi sadece çarkı döndürme süresi daha kısa bir zamanda olabilirdi,5,FALSE,tubi0908,Mükemmel,"{'id': 34142503, 'body': 'Merhaba, pozitif yorumun için çok teşekkür ederim. Düşüncelerinin ve yeni fikirlerinin bizim için her zaman çok önemli olduğunu bilmeni isterim. Paylaşmak istediğin başka bir konu varsa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T09:18:36Z'}","The application was very good in all aspects, only the time to rotate the wheel could be in a shorter time."
121,2022-12-03 11:00:13,Uygulaması iyi bir uygulama ama sürekli girdiğimde geri atıyor,5,FALSE,iepk sultan,Pakodemy,"{'id': 34142906, 'body': 'Merhaba , böyle bir deneyim yaşadığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin. \n', 'modified': '2023-01-07T10:15:04Z'}","The application is a good application, but when I constantly enter it, it throws it back"
122,2022-11-29 17:05:03,Lütfen yardımcı olun uygulama beni saniyesinde atıyor,5,FALSE,hayal🙈❤️,:(,"{'id': 34142947, 'body': 'Merhaba Hayal, böyle bir deneyim yaşadığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin.', 'modified': '2023-01-07T10:19:46Z'}",Please help the application throws me in seconds
123,2022-12-02 12:04:15,Soru çözümü olan soruları seçmek gibi bir özellik olmalı,1,FALSE,yigiitkayya,Bir kere şöyle bir seçenek olmalı,"{'id': 34142545, 'body': 'Merhaba Yiğit, fikirlerin bizim için çok önemli. Paylaşmak istediğin başka bir konu olursa info@pakodemy.com mail adresimizden bize iletebilirsin.', 'modified': '2023-01-07T09:24:44Z'}",It should be a feature of choosing questions with question solution
124,2022-12-02 9:06:45,Uygulama donuyor,4,FALSE,bşlmemya,Uygulama çalışmıyor. Uygulamaya girince donuyor açılmıyor lütfen yardım edınn,,The application freezes
125,2022-11-05 19:34:47,Bu uygulamayı kullanıyorum ve yks’ye hazırlanan herkese tavsiye ediyorum başarılı bir uygulama soruların zorluk derecesi sizin çözebilme kabiliyetinize göre değişiyor insanı bunaltmıyor çok hoş bir uygulama bu arada yks’ye girecek tüm yaşıtlarıma başarılar dilerim,5,FALSE,Abcçdeg,Çok başaralı,"{'id': 34142618, 'body': 'Merhaba, pozitif yorumlarını zaman ayırıp bizimle paylaştığın için teşekkür ederim. Senin için hazırladığımız uygulamadan memnun kalmana çok sevindim. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T09:34:31Z'}",I use this application and I would recommend to everyone who is preparing for YKS.
126,2022-11-28 5:42:02,Uygulamanın premium paketini aldım. Düne kadar sorunsuz çalışırken bu sabahtan itibaren uygulamayı alamamaya başladım. Uygulama başta açılır gibi oluyor sonra aniden kapanıyor.,3,FALSE,lakalls,Uygulamayı açamıyorum,"{'id': 34142557, 'body': 'Merhaba, böyle bir sorunla karşılaştığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin.', 'modified': '2023-01-07T09:26:41Z'}",I got the premium package of the application. I started to get the application from this morning while I was working smoothly until yesterday. The application is like it opens at the beginning and then it closes suddenly.
127,2022-11-08 9:44:28,"Öncelikle uygulamayı şiddetle tavsiye ederim. Özellikle alabilirseniz vip çok etkili olur. Yazma sebebim ise son gelen güncelleme çok karışık olmuş. Yks Sayaç vardı şu an bulamıyorum. Bir önceki hali kesinlikle daha iyiydi. Vip kullanıcısıyım ve uygulamadan kesinlikle çok memnunum ama lütfen sürekli değiştirip durmayın ana sayfayı, anlayamıyoruz. 1 yıldız kırma sebebim bu. Dikkate alırsanız çok sevinirim. 🫶🏻",4,FALSE,AzraAydın🪐,Güncellemenin düzeltilmesi lazım.,"{'id': 34142602, 'body': 'Merhaba Azra, düşüncelerini paylaştığın için teşekkür ederim. Uygulamamızı senin için geliştirirken tabi ki fikirlerine her zaman önem veriyoruz. İletmek istediğin başka bir konu olursa duymak isteriz info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T09:32:28Z'}","First of all, I strongly recommend the application. Especially if you can, VIP is very effective. The reason for writing the last update was very complicated. I couldn't find YKS counter right now. The previous state was definitely better. I am a VIP user and I am absolutely pleased with the application, but please do not stop constantly the main page, we cannot understand. This is my reason for breaking 1 star. I would appreciate it if you take it into consideration. 🫶🏻"
128,2022-10-31 17:17:59,Uygulama A-Ş-I-R-I İ-Y-İ test kitabı masrafından da kurtarıyor. Soru sistemi çok iyi. Yararlı bir uygulama. ⭐️⭐️⭐️⭐️⭐️,5,FALSE,güzel kolay,Çok iyi sağolun,"{'id': 34142629, 'body': 'Merhaba, bunu duyduğuma çok sevindim! Zaman ayırıp düşüncelerini paylaştığın için teşekkür ederim. İyi dersler diliyorum :)', 'modified': '2023-01-07T09:36:05Z'}",The application also saves a-ş-ı-r-ı i-y-i test book. The question system is very good. A useful application. ⭐️⭐️⭐️⭐️⭐️
129,2022-10-30 15:18:48,Yan çevirme özelliği gelmeli,5,FALSE,brkn2009,Yan çevirme,"{'id': 34142640, 'body': 'Merhaba, senin için hazırladığımız uygulamamızı geliştirirken düşüncelerine her zaman çok önem veriyoruz, bizimle paylaştığın için teşekkürler. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T09:38:37Z'}",SIDE SOLUTION PROBLEM MUST COME
130,2022-10-26 20:51:15,güzel valla,5,FALSE,bordoberelş,memnuniyet,"{'id': 34142657, 'body': 'Merhaba, senin için hazırladığımız uygulamamızdan memnun kaldığını duymak çok sevindirdi. Pozitif yorumunu bizimle paylaştığın için teşekkür ederim. İyi dersler diliyorum :)', 'modified': '2023-01-07T09:40:52Z'}",good well
131,2022-10-15 22:41:47,Cidden çok güzel bazınsorulardaki soru çözüm videolarında tamamlanırsa mükemmel olur ve lütfen tıp için hukuk için için özelçalışma programları yaparsanız efsane olur lütfen bunuda yapın,5,FALSE,aminenur 905876,Mükemmel,"{'id': 34142705, 'body': 'Merhaba Aminenur, uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz. Pozitif yorumlarını zaman ayırıp paylaştığın için teşekkür ederim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T09:48:53Z'}","Seriously, the question in very nice base is completed in the solution videos, and if you make specially making programs for law for medicine, it will be legendary if you do it."
132,2022-10-24 8:18:59,Merhaba geri ödeme talebi istiyorum,1,FALSE,esracss,Talep,"{'id': 34142685, 'body': 'Merhaba Esra, info@pakodemy.com mail adresimizden bize ulaşabilirsen sorununu çözmek için yardımcı olabiliriz.', 'modified': '2023-01-07T09:46:15Z'}",Hello I want a refund request
133,2022-10-16 13:11:32,Her test için video izlemem saçma video özelliği kaldırılsın lütfen,2,FALSE,spotif youtube,Video özelliği kaldırılsın,"{'id': 34142824, 'body': 'Merhaba , uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz. Yorumlarını zaman ayırıp paylaştığın için teşekkür ederim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. Başarılar diliyorum :)\n', 'modified': '2023-01-07T10:07:14Z'}","I don't watch videos for each test, please remove ridiculous video feature"
134,2022-10-15 20:03:28,Çok yararlı bir uygulama olmuş elinize sağlık,5,FALSE,p15ar,Çok yararlı,"{'id': 34142733, 'body': 'Merhaba, pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T09:52:22Z'}","It has been a very useful application, health to your hand"
135,2022-10-14 14:15:02,Diğer çoğu paralı uygulaya göre daha başarılı ayrıca tasarım ve dizaynını gerçekten beğendim,5,FALSE,domalan kedy,Başarılı,"{'id': 34142829, 'body': 'Merhaba , pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T10:07:46Z'}",Most of the other money is more successful than the applications and I really liked the design and design
136,2022-09-25 11:44:20,"Soruların cevaplarında ufak yanlışlıklar gibi birtakım minik sorunları olsa da kendini geliştirmeye günbegün devam eden geröekten kapsamlı efektif bir uygulama,yks için herkese önerebilirim.",5,FALSE,jussmeyvesuyu,Tamamen başarılı,,"Although there are some tiny problems such as minor mistakes in the answers to the questions, I can recommend it to everyone for YKS, a comprehensive effective application that continues to improve himself."
137,2022-10-14 0:04:05,Uygulama şu birkaç güne kadar iyiydi şimdi her şeye bi reklam koymuşlar her şeyden bi ücret istiyolar reklam izlemeden soru çözemiyosun ders anlatan hocalar çok pasif sıkıcı anlatıyolar derse baglanamıyosun denenir ama uzun süre katlanılmaz,2,FALSE,gamzeuzn,Denenir,,"The application was good for a few days now they put everything in everything, they want a fee from everything they want to solve the question without watching advertising teachers who tell the course very passive boring narratives can not be connected to the lesson, but for a long time it is not folded"
138,2022-10-12 16:55:26,para ödemeden de soruları çözebilmek için sınırlı sayıda daha çok para hakkının olmasını istiyoruz,3,FALSE,yararlıııı arkadaaaslarrr,YARARLIII BEĞENİN ÜSTTE KALSIN,,We want to have a limited number of more money to solve questions without paying money.
139,2022-09-23 13:42:15,faydalı uygulama,5,FALSE,Didemmm21,guzel,"{'id': 34142976, 'body': 'Merhaba Didem, bunu duymayı seviyoruz :) Pozitif yorumlarını zaman ayırıp bizimle paylaştığın için teşekkür ederim. Senin için hazırladığımız uygulamadan memnun kalmana çok sevindim. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T10:22:52Z'}",useful application
140,2022-08-29 10:15:45,Herşey düşünülmüş müthiş bir uygulama olmuş emeğinize sağlık.,5,FALSE,Asevda,Müthişşş,"{'id': 34142992, 'body': 'Merhaba Sevda, pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T10:25:40Z'}","Everything has been a great application that has been thought of, health to your labor."
141,2022-09-04 11:31:40,Uygulama gerçekten çok yararlı ama ücretsiz hali çok kısıtlı sadece 30 dakikada bir soru çözebiliyorum bunun için bir şey yapabilir misiniz?,3,FALSE,furkan4464,Kısıtlı,,"The application is really useful but free of charge is very limited, I can solve a question every 30 minutes. Can you do anything for this?"
142,2022-08-30 8:29:17,Açılmıyor son güncellemeyide yaptım,1,FALSE,GAMERTAG-113,Açılmıyor,"{'id': 34142854, 'body': 'Merhaba , böyle bir deneyim yaşadığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin. \n', 'modified': '2023-01-07T10:10:20Z'}",I did not open the last update I did
143,2022-07-24 15:30:03,Gayet güzel bi uygulama olmuş bayıldım,5,FALSE,hxndjkx,çok beğendim,"{'id': 34143040, 'body': 'Merhaba , pozitif yorumlarını zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler, başarılar diliyorum sana :)', 'modified': '2023-01-07T10:32:54Z'}","It was a very nice application, I love it"
144,2022-08-13 18:51:57,Her test için reklam izlemek zorunda kalıyoruz bence öğrenciler istediği kadar test çözebilirse daha iyi olur,2,FALSE,nsmdkdf,Kötü,,"We have to watch ads for each test, I think it would be better if the students can solve as much test as they want."
145,2022-06-30 13:53:08,Arkadaşlar bayıldımmmmmm 😊😊😊😊😊😊,5,FALSE,Berra averbek,Çok güzelllllll,"{'id': 34143046, 'body': 'Merhaba Berra, pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. İyi dersler :)', 'modified': '2023-01-07T10:33:45Z'}",Friends lovemmmmm
146,2022-05-18 17:54:46,Çok hoşuma gitti cidden,5,FALSE,güven uğur,Tavsiye ediyorum kesinlikle,"{'id': 34143056, 'body': 'Merhaba Güven, bunu duymayı seviyoruz :) Pozitif yorumlarını zaman ayırıp bizimle paylaştığın için teşekkür ederim. Senin için hazırladığımız uygulamadan memnun kalmana çok sevindim. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T10:34:52Z'}",I really liked it
147,2022-06-03 19:25:22,altından 1 saatte 1 almasak daha iyi olur aslında düelloya katılmak istesek 2 3 tane kaçırarak giriyoruz bari reklam izleme süresini kısaltında kaçırmayalım,3,FALSE,busekjkj,altın,"{'id': 34143043, 'body': 'Merhaba Buse, uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz. Yorumlarını zaman ayırıp paylaştığın için teşekkür ederim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. Başarılar diliyorum :)', 'modified': '2023-01-07T10:33:34Z'}","It would be better if we don't get it 1 hour in 1 hour, in fact, if we want to participate in the duel, we enter 2 3, we're entering at least let's not miss the advertisement monitoring time."
148,2022-04-15 16:53:30,Mükemmel,5,FALSE,sekenagg,Harikaaaaaa,"{'id': 34143131, 'body': 'Merhaba, bunu duymayı seviyoruz :) Pozitif yorumlarını zaman ayırıp bizimle paylaştığın için teşekkür ederim. Senin için hazırladığımız uygulamadan memnun kalmana çok sevindim. İyi dersler :)', 'modified': '2023-01-07T10:44:52Z'}",Perfect
149,2022-04-10 16:32:19,Böyle bir uygulamanın olması ve ücretsiz olması muazzam emeği geçen herkese teşekkür ederim.,5,FALSE,dişikartalll,Teşekkür ederim,"{'id': 34143139, 'body': 'Merhaba, pozitif yorumlarını zaman ayırıp bizimle paylaştığın için biz teşekkür ederiz. Senin için hazırladığımız uygulamadan memnun kalmana çok sevindim. İyi dersler, başarılar diliyorum :)', 'modified': '2023-01-07T10:45:28Z'}",I would like to thank everyone who has contributed to the tremendously.
150,2022-03-27 20:32:11,kesinlikle indirmenizi tavsiye ediyorum hem ders olarak herşeye sahip onun dışında hergün günaydın iyi geceler vb şeyler gönderiyor yanlızlığa iyi geliyor 🥲,5,FALSE,kamsndnsbsbx,S,"{'id': 34143198, 'body': 'Merhaba , pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. Her zaman yanındayız bunu unutma lütfen :) Başarılar diliyorum.', 'modified': '2023-01-07T10:50:01Z'}","I definitely recommend you to download it as a lesson as a course, except for it every day good morning good night, etc."
151,2022-04-08 20:05:34,"- TYT AYT denemelerin sayısı artmalı. 
-Tüm soruların çözümü yok ve bu çok önemli bir durum bence. 
-Premium satın alma sırasında hata veriyor.",3,FALSE,mutsuzbirgamer,Geliştirilebilir,"{'id': 34143153, 'body': 'Merhaba , böyle bir deneyim yaşadığın için çok üzgünüm. Uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz, yorumlarını zaman ayırıp paylaştığın için teşekkür ederim. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin.', 'modified': '2023-01-07T10:46:42Z'}","- TYT AYT The number of trials should increase.
-There's no solution to all questions, and it's a very important situation.
-Premium gives an error during purchasing."
152,2022-04-01 5:04:23,"Öncelikle , sınavlarda bize yardımcı olan bu uygulamayı oluşturduğunuz için çok teşekkürler .
   Ama ne yazık ki iPad Air 1 cihazında uygulamayı dik olarak kullanmak zorunda kalıyorum ve bu biraz rahatsız bir kullanım olmasına neden oluyor . Uygulamayı yatay olarak kullanmaya da entegre edebilirseniz , ben dahil bir çok kişi memnun kalacaktır . 

Teşekkürler .",4,FALSE,Emirhan03Sefa,"Pakodemy , sizden bir talebim var .","{'id': 34143178, 'body': 'Merhaba , uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz. Yorumlarını zaman ayırıp paylaştığın için teşekkür ederim. Bu fikrini ilgili arkadaşlarıma ileteceğim. Bizimle paylaşmak istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. Başarılar diliyorum :)', 'modified': '2023-01-07T10:48:26Z'}","First of all, thank you very much for creating this application that helped us in the exams.
   But unfortunately I have to use the application upright on the iPad Air 1 device, and this causes a little uncomfortable use. If you can also integrate the application horizontally, many people, including me, will be satisfied.

Thanks ."
153,2022-03-23 18:40:36,Lgs öğrencisiyim ve gerçekten çok faydasını görüyorum.Hem evde hem dışarıda olsun çok rahat bir şekilde test çözebiliyorum.Bu harika bir şey.Zamandan tasarruf etmiş olurum.Farlı yayınlardan farklı soru tipleri görmek bence en iyi tarafı.Umarım sınava hazırlanırken kullanmayan öğrenci olmaz.Ben arkadaşlarıma öneriyorum ve şu an bu yorumu okuyan kişiyede öneriyorum.,5,FALSE,nurrr1907,Uygulamayı yapanlara teşekkür ederim.,"{'id': 34143215, 'body': 'Merhaba Nur, pozitif düşüncelerini zaman ayırıp bizimle paylaştığın teşekkür ederim. Senin için hazırladığımız uygulamamızdan memnun kalmana çok sevindim. İletmek istediğin başka bir konu olursa info@pakodemy.com mail adresimizden ulaşabilirsin. Sana ve arkadaşlarına başarılar diliyorum :)', 'modified': '2023-01-07T10:51:37Z'}",I am a LGS student and I really see the benefit. I recommend it and now I recommend this comment in the person who reads it.
154,2022-03-23 7:12:19,"Hayatım boyunca her hangi bir app i övmek için birşey yazmadım ama BU UYGULAMADA EMEĞİ GEÇEN,DÜŞÜNEN HERKESİN EMEĞİNE SAĞLIKKK🙏🏻🙏🏻🙏🏻🥰",5,FALSE,helinozr,Lütfen okuyun,,"I have not written anything to praise any app for my life, but in this application, health to the labor of everyone who contributed to the labor."
155,2022-03-22 18:29:16,"İnternette bolca reklamı yapılan meşhur sistemi de satın almış biri olarak (isim vermem sorun olur mu bilmiyorum hafıza teknikli olan) söylüyorum kesinlikle şu ana kadar gördüğüm ders anlamında hazırlanmış açık ara en iyi app. Tabii ki odak noktaları farklı diğeri daha konu anlatımı bu app daha soru çözümü odaklı ama yine de kıyas etmeden duramadım maalesef. Her şey en ince ayrıntısına kadar düşünülmüş; konu kartından ders çalışırken bile otomatik süre tutuluyor mesela ne kadar ders çalıştığınızı görüyorsunuz. Çözdüğünüz her soruyu kaç dkda çözdünüz ,süre-doğru  bakımından nasıl bir sıralamanız var hepsi karşınızda. Kaliteli yayınlardan çözebilme durumunuza göre zorlayıp kolaylaşsan sorular geliyor. Yazma çizme ekipmanları son derece başarılı. Arayüz efsane.Programınızı da yapıyor. Vallahi daha ne olsun diyorum. Emeği geçen herkese teşekkürler hatta Allah razı olsun. Bir test kitabının bile 70-80 tl olduğu bu dönemde bu hizmetin ücretsiz olması şok edici. Umarım en yakın zamanda uygulamayı her kesime hitap edebilecek bir fiyat belirleyerek ücretli yaparsınız.",5,FALSE,nil keklik,MUAZZAM,"{'id': 34143236, 'body': 'Merhaba Nil, zaman ayırıp bu açıklayıcı yorumu yazdığın ve desteğin için hem kendim hem de arkadaşlarım adına çok teşekkür ederim. Düşüncelerine her zaman çok önem veriyoruz. Uygulamamızı senin için geliştirirken fikirlerini almaktan memnuniyet duyarız. Paylaşmak istediğin başka bir konu varsa lütfen info@pakodemy.com mail adresimizden bize ulaş. İyi dersler diliyorum :)', 'modified': '2023-01-07T10:58:17Z'}","As a person who has purchased plenty of advertisements on the Internet (I don't know if I don't know if I don't give a name to the name of the memory technical) I definitely say that I have been prepared in the sense of the lesson I have seen so far. Of course, the focal points are different and the other is more subject to this app this app is more focused on the question solution, but unfortunately I could not stop comparison. Everything has been thought to the finest detail; Even when studying from the topic card, you see how much you study. How many minutes did you solve every question you solved, what kind of ranking you have in terms of time-right. If you force you to solve quality publications according to your situation and become easier, questions come. Writing boots equipment is extremely successful. The interface is legendary. I say what more can I get. Thanks to everyone who contributed, even God bless. Even a test book is 70-80 TL in this period is shocking that this service is free. I hope you will make a charge by setting a price that can appeal to every segment as soon as possible."
156,2022-03-22 14:11:14,Ben LGS formatı olanı kullanıyorum mükemmel birşey soruları yapamadığınızda açıklıyor soruları anlaşılır siz hangi yayın evinden ne kadar soru çıksın ayarlayabiliryorsanız buna görene seviyenize göre çözebiliyorsunuz,5,FALSE,Şahinler öğrencisi,Tek kelime ile mükemmel,,I use the LGS format that is perfect when you can not make the questions explain questions understandable which publishing house how much questions you can adjust if you can solve according to your level
157,2022-03-21 17:40:35,Ben hayatımda bu kadar uygun fiyata bu kadar yararlı ve faydalı bir uygulama kullanmadım parasını kuruşu kuruşuna hak ediyor kesinlikle tavsiye ediyorum,5,FALSE,Mete Berk,Mükemmel,,I haven't used such a useful and useful application for such an affordable price in my life.
158,2022-03-21 22:36:41,Ağustosa kadar aldığım aboneliğim durduk yere daha bir ay olmadan gitti,1,FALSE,Siriyz,Sezonluk aboneliğim yok oldu,"{'id': 34142872, 'body': 'Merhaba , böyle bir deneyim yaşadığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin. \n', 'modified': '2023-01-07T10:12:00Z'}",My subscription I bought until August went to the place we stopped without a month
159,2022-03-21 19:52:40,Kağıthane belediyesine üniversiteye hazırlanan gençlere uygulamayı ücretsiz sunduğu için teşekkürler,4,FALSE,Qwar-1,Teşekkür,,Thanks to Kağıthane Municipality for offering the application free of charge to young people preparing for university
160,2022-03-17 11:37:23,Elinize emeğinize sağlık,5,FALSE,joler5,Çok güzel,,Thank you for your labor
161,2022-03-20 19:29:54,Uygulamaya giriş yapılmıyor.Herhangi birşekilde uygulama açılmıyor.,1,FALSE,aassdfhjk,Giriş Yapılmıyor,"{'id': 34142876, 'body': 'Merhaba , böyle bir deneyim yaşadığın için çok üzgünüm. Yardımcı olabilmem için info@pakodemy.com mail adresimizden ulaşabilirsin. \n', 'modified': '2023-01-07T10:12:10Z'}",The application is not made.
162,2022-03-15 10:26:50,Çok güzel uygulama her yerde çok rahat çalısabılcegımız bir uygulama teşekkür ederim 🙏🏼🎊,5,FALSE,Sukeskin,Çok Başarılı 👍,,"Very nice application everywhere we can work very easily, thank you."
163,2022-03-12 1:19:51,Çok güzel uygulama motive veriyor,5,FALSE,fatmaesmaa,Baya iyi,,Very nice application motivates
164,2022-03-08 4:33:08,Güzel başaralı uygulama,5,FALSE,Alfa 30 fps,Hariks,,Beautiful Successful Application
165,2022-03-08 20:34:48,İpad’de ne e-posta ile ne de apple hesabı ile giriş yapamıyorum. Uygulamayı iki kere silip yeniden yüklememe rağmen olmuyor. Yardımdı olur musunuz?,3,FALSE,angrycatty,Uygulamaya giriş sorunu,,"I cannot log in with neither e-mail nor with the Apple account on iPad. Although I delete the application twice and reinstall it, it does not happen. Would you help?"
166,2022-03-05 9:08:27,mükemmel bir uygulama,5,FALSE,nur_yy,harika ötesi,,A perfect application
167,2022-03-06 18:35:33,Tek kelime ile harika,4,FALSE,Azra Başkurt,Müthiş,,"With one word, perfect"
168,2022-03-04 6:27:55,uygulama gerçekten de çok başarılı keşke daha önce keşfetmiş olsaydım diyorum hep.telefonda geçirdiğim vakti en azından verimli daha hâle getirdim.bence tek sıkıntısı soru çözümlerinde hızlandırma özelliğinin olmaması.onu da çözebilirseniz gerçekten kusursuz bir uygulama bence.emeği geçen herkesin ellerine sağlık gerçekten çok güzel düşünülmüş.,5,FALSE,uygulamaseven,bence tek bir sıkıntı var.,,"The application is really very successful, I wish I had discovered before. ."
169,2022-03-04 3:52:07,Çok iyi kesinlikle tavsiye ederim.,5,FALSE,Kmlzcan,Çok iyi,,Very well I would definitely recommend it.
170,2022-03-03 11:17:05,"oldukça faydalı ve aşırı zevkli, çabuk sıkılan biri olarak çok eğleniyorum soru çözerken be puan toplarken",5,FALSE,nurbaroglu,faydalı,,"As a very useful and extremely enjoyable, bored person, I have a lot of fun while solving the question while collecting points."
