,date,review,rating,isEdited,title,userName,developerResponse,review-en
345,2019-12-15 14:02:47,Güzel fakat üyelik olmasa daha güzel olurdu,4,FALSE,Güzel,sude ve umut,,Nice but it would be better if it wasn't for membership
346,2019-12-13 14:47:24,Ne yaptığınıza dair bir fikrim yok ama ben üyeliğimden beri sadece ilk ay doğru düzgün kullanabildim şimdi ne paketim bitti görünüyor ne soru sorabiliyorum ana ekranda deneme paketiniz bitti diyor ne de tekrar paket alabiliyorum paketin yenilenme tarihi kaç keredir geçti ben tek soru soramadım kaç aydır mesaj kutumdan danışmanlara ulaşayım diyorum o da açılmıyor,1,FALSE,Düzgün iş yapsanız şaşarım,ssnscms2,"{'id': 12468488, 'body': 'Merhaba, yaşadığın aksaklık için Kunduz ekibi olarak özür dileriz🙏Konu hakkında geribildirim@kunduzapp.com mail adresinden kullanıcı bilgilerin ile birlikte bizimle iletişime geçebilirsen durumu inceleyerek sana yardımcı olmaya çalışacağımızdan ve gerekli iyileştirmeleri yapmak için elimizden geleni yapacağımızdan emin olabilirsin👼Geri bildirimini bekliyor olacağız.', 'modified': '2019-12-18T14:05:28Z'}","I have no idea what you are doing, but since my membership, I have only been able to use it properly in the first month, now it seems that my package is over, I can ask the question on the home screen, your trial package is over, nor I can get the package again, how many times I could not ask the package of the package. I say let me reach it, it does not open either"
347,2019-12-13 13:03:29,"Üyelikler 30 günde bir yenileniyor. 31 çeken ayda 1 gün soru sorulmuyor. 
Destek ekibi tecrübesiz ve çok geç cevap veriyor.",1,FALSE,Zayıf destek ekibi ve üyelik sistemi,seryig,"{'id': 12468607, 'body': 'Merhabalar, paketlerimiz aylık olarak tasarlamıştır ve bir paketin kullanım süresi satın alındığı tarihten itibaren 30 gündür. Kunduz ekibi olarak sizlere gerekli desteği sağlayabilmek için elimizden geleni yapıyoruz ancak sana yardımcı olamadığımız bir konu olduysa geribildirim@kunduzapp.com mail adresinden kullanıcı bilgilerin ile birlikte bizimle iletişime geçebilirsen konuyla yakından ilgilenmek ve sana yardımcı olmak çok isteriz🙋\u200d♀️👼', 'modified': '2019-12-18T14:10:38Z'}","Memberships are renewed every 30 days. 1 day in the month that attracts 31 questions are not asked.
The support team is inexperienced and responds too late."
348,2019-12-09 17:05:28,4 gün önce paket satın aldım kartımdan para çekilmesine rağmen aktive edilmemiş görünüyor. Yardımcı olacağız diyip sadece mesaj yazıyorlar indirmeden önce bir kez daha düşünmenizi isterim.,4,FALSE,Param alındı paket yok,iyem.j,"{'id': 12468970, 'body': 'Merhabalar,yaşadığın aksaklık için özür dileriz🙏Durumu inceleyerek sana yardımcı olabilmemiz için geribildirim@kunduzapp.com mail adresinden kullanıcı bilgilerin ile birlikte  bizimle iletişime geçebilir misin acaba?Kunduz ekibi olarak sizlere destek olabilmek için özen gösteriyoruz ve en önem verdiğimiz konu sizlerin memnuniyeti,gerekli iyileştirmeleri yapacağımızdan emin olabilirsin😊', 'modified': '2019-12-18T14:27:36Z'}","I bought a package 4 days ago, although my card was withdrawn from my card, it seems not activated. I want you to think once again before downloading."
349,2019-12-11 14:04:07,Kaliteyi düşürdüler mesaj kutusu kaç gündür açılmıyor dolayısıyla hocalar geri dönüşlerini göremiyorum,1,FALSE,Z,Erqenqenj,"{'id': 12468774, 'body': 'Merhaba, yaşadığın aksaklık için Kunduz ekibi olarak özür dileriz🙏Konu hakkında Destek kısmından bizimle iletişime geçebilirsen durumu inceleyerek sana yardımcı olmaya çalışacağımızdan ve gerekli iyileştirmeleri yapmak için elimizden geleni yapacağımızdan emin olabilirsin.Aynı zamanda Kalite ekibimiz ile de iletişime geçerek durumu inceleyebilir ve soru hakkını hesabına tanımlayabiliriz👼Destek kısmından geri bildirimini bekliyor olacağız.', 'modified': '2019-12-18T14:18:39Z'}","They have reduced the quality, the message box has not been opened for how many days, so I can't see their feedback."
350,2019-12-10 19:07:23,Bir soru için 40 dk bekliyoruz bu ne dir ya 30 dk sonra görürlersede soruyu saymıyorlar,1,FALSE,Bu ne ya,zehraralan,"{'id': 12468893, 'body': ""Merhaba Zehra,Kunduz'da soruların için uzman eğitmenlerden ortalama 15 dakika içinde detaylı çözümler alabilirsin,gün içindeki yoğunluğa göre bu süre değişebilmektedir. Ayrıca 30 dakikada çözümlenemeyen bir sorun olursa soru hakkın hesabına iade edilir✨ Bu durumda soru hakkın hesabına iade edilmiş olmalı. Eğer iade gerçekleşmedi ise durumu teknik açıdan inceleyerek bir sorun olup olmadığını kontrol edebiliriz.Konu hakkında Destek kısmından bizimle iletişime geçebilir isen Teknik ekibimize ve Kalite ekibimize durumu detaylarıyla iletebiliriz.Her zaman sana yardımcı olmak için elimizden geleni yapacağımızdan emin olabilirsin😇"", 'modified': '2019-12-18T14:25:11Z'}","We expect 40 minutes for a question, what is this or if they see it after 30 minutes."
351,2019-11-25 15:12:36,"Uzun zamandır severek kullanıyorum ancak şu sıralar mesaj kutusunu ve destek kısmını açınca hiçbir şey gelmiyor. Ayrıca, geçen yıl uzun uzun mesajlara cevap veren tatlı insanlar vardı. Geçen gün derdimi anlattım ve bunun üzerine “blog yazılarına bak” diyen abi aşırı sinirimi bozdu. Bunun dışında her şey çok iyi.",4,FALSE,Destek kısmı açılmıyor,red grinko,"{'id': 12275471, 'body': 'Merhaba,bunu duyduğumuza üzüldük😔Destek kısmının açılması ile ilgili yaşadığın durum konusunda sana yardımcı olabilmemiz için geribildirim@kunduzapp.com mail adresinden kullanıcı bilgilerin ile birlikte bizimle iletişime geçebilir misin acaba? Aynı zamanda Kunduz ekibi olarak en önem verdiğimiz konu sizlerin memnuniyeti😊 Destek konusunda yardımcı olamadığımız bir konu olduysa bunun detaylarını da seninle konuşarak durumu telafi etmek çok isteriz. Bizimle iletişime geçerek geri bildirimde bulunmanı bekliyor olacağız😇', 'modified': '2019-12-08T19:05:54Z'}","I have been using it for a long time, but when you open the message box and support section right now, nothing comes. There were also sweet people who responded to long messages last year. The other day I told my problem and then ""look at your blog posts"" brother broke my extreme nervous. Apart from that, everything is very good."
352,2019-12-08 15:32:39,Hiç iyi bir uygulama değil  telefona şifre geliyor şifreye yanlış diyor ve kuramdım  programı.,1,FALSE,Sorunların düzeltilmesi lazım,Samet 3800,"{'id': 12468994, 'body': 'Merhaba, yaşadığın aksaklık için Kunduz ekibi olarak özür dileriz🙏Konu hakkında Destek kısmından bizimle iletişime geçebilirsen durumu inceleyerek sana yardımcı olmaya çalışacağımızdan ve gerekli iyileştirmeleri yapmak için elimizden geleni yapacağımızdan emin olabilirsin👼Destek kısmından geri bildirimini bekliyor olacağız.', 'modified': '2019-12-18T14:28:26Z'}","Not a good application is not a password comes to the password, the password says wrong and I have the program."
353,2019-12-05 16:25:45,Çok kötü artık sadece parayla soru sorabiliyorum yardım edin bu ne arkadaş fotoğraf çekmeye basamıyorum çünkü üstünde üyelik paketi var ve gitmiyor,1,FALSE,İğrenç,efe kaan ayaz,"{'id': 12274668, 'body': ""Efe Kaan merhabalar, Kunduz'da diğer uygulamalardan farklı olarak soruların uzman eğitmenler tarafından çözülmektedir. Eğitmenlerimizin emeğinin karşılığını verebilmemiz için de paketlerimizin belirli tutarları bulunmaktadır🎈Uygulamayı deneyimleyebilmen için uygulamayı ilk indirdiğinde hesabına ücretsiz soru hakları içeren Deneme paketimiz tanımlanıyor. Deneme paketin sona erdiğinde soru sormaya devam edebilmek için bir paket satın alman gerekiyor😊Sizlere aynı kalitede daha uygun bir fiyata hizmet sunabilmek için sürekli kampanyalar yapmaya çalışıyoruz. Dilersen sen de kampanyalarımızı sitemiz üzerinden takip ederek sana uygun bir paket edinebilirsin👼"", 'modified': '2019-12-08T17:17:11Z'}","Very bad now that I can ask questions with money, help me what friend can not step on photography because there is a membership package on it and does not go"
354,2019-11-26 18:58:53,Lütfen ülke kodu giriniz diyor anlamadım numaramı 0 olmadan yazıyorum Türkiye olarak gözüküyor,3,FALSE,.,aysima çelik,"{'id': 12275359, 'body': 'Merhaba, yaşadığın aksaklık için özür dileriz😔Gerekli olan teknik kontrolleri yaparak sana yardımcı olabilmemiz için kullanıcı bilgilerine ihtiyacımız var. Destek kısmından bizimle iletişime geçmeni rica edebilir miyiz, aynı zamanda aldığın bir hata mesajı varsa bunun ekran görüntüsünü de iletmeni rica edeceğiz.Mümkün olan en kısa sürede sana yardımcı olacağımızdan emin olabilirsin👼', 'modified': '2019-12-08T18:53:14Z'}",Please enter the country code says I do not understand my number 0 I am writing as Turkey appears to be as Turkey
355,2019-11-19 17:53:13,eğitmenler destek kısmında yeteri kadar ilgi göstermiyorlar uygulama ile alakalı sorunlarımıza,3,FALSE,3 Yıldız,powerfulsare,"{'id': 12275626, 'body': 'Merhaba, bunu duyduğumuza üzüldük😔 Destek kısmından konuyla ilgili olarak bizimle iletişime geçmeni rica edebilir miyiz acaba? Gerekli kontrolleri yaparak sana yardımcı olabilmemiz ve gerekli iyileştirmeleri yapmak adına Kalite ekibimiz ile iletişime geçebilmemiz için kullanıcı bilgilerine ihtiyacımız var. Destek kısmından geri bildirimini bekliyor olacağız, mümkün olan en kısa sürede sana yardımcı olacağımızdan emin olabilirsin👼', 'modified': '2019-12-08T19:31:12Z'}",Trainers do not show enough interest in the support section.
356,2019-11-16 7:06:04,"Şubat ayında başlattığım üyeliğimden mayıs ayında faydalanamadım. Paket bilgilerimde aktif üyeliğimin olmadığı yazıyordu bende tekrar üyelik başlattım ve eş zamanlı eski üyeliğimde aktifleştirmişmiş, 5 aydır uygulamayı sildim ve hiç kullanmıyorum fakat bazı aylar 2 bazı aylar 1 hatta 3 ayrı çekimin yapıldığı aylar var kartımda. Ciddi bir sistem hatası var internette biraz incelediğimde benim gibi çok fazla mağduriyet yaşayan insan olduğunu gördüm. Açıkçası severek tavsiye ettiğim uygulamanın güvenilirliğini sorgulamaya başladım. Msjlara dönüş yapılmıyor. Canlı destek hattı böyle sorunlarda buhar oluyor anlaşılan",2,FALSE,Kartımdan kafasına göre ücret kesmiş,berua19,"{'id': 11879662, 'body': 'Merhabalar, öncelikle yaşadığın aksaklık için özür dileriz. 🙏🏼Bizimle geribildirim@kunduzapp.com üzerinden iletişime geçebilirsen senin için gerekli iyileştirmeleri yapacağımızdan emin olabilirsin. 😇\n', 'modified': '2019-11-16T13:31:30Z'}","I could not benefit from my membership in February in May. In my package information, I had no active membership and I started a membership again and activated in my simultaneous old membership, I have deleted the application for 5 months and I don't use it at all, but some months 2 months 1 or even 3 separate shoots are made on my card. There is a serious system error on the internet when I examined a little bit of grievances like me I saw that there is a lot of victimization. Obviously, I started to question the reliability of the application I recommend. There is no return to MSJs. Live support line is steam in such problems."
357,2019-11-17 16:07:12,Bilemediğim soruyu 1 hafta önce gönderdim hala cevap bekliyorum ALLAH cezanızı versin bide para istiyorlar,1,FALSE,Rezalet,kullanıcırdv,"{'id': 12275688, 'body': 'Merhaba,bunu duyduğumuza üzüldük😔Teknik bir durum sebebiyle bu sorunla karşılaşmış olabilirsin. Durumu inceleyerek sana yardımcı olabilmemiz için geribildirim@kunduzapp.com mail adresinden kullanıcı bilgilerin ile birlikte bizimle iletişime geçmeni rica edebilir miyiz?🙏 Mümkün olan en kısa sürede durumu telafi edebilmek için elimizden geleni yapacağımızdan emin olabilirsin.', 'modified': '2019-12-08T19:44:39Z'}",I sent the question I don't know 1 week ago.
358,2019-11-13 20:05:56,Yılda 5 soru kime yeter,1,FALSE,Soru sınırı,Özlem xxx,"{'id': 11879436, 'body': ""Merhabalar, Kunduz'da öğrencilerin sorduğu sorular eğitmenler tarafından %100 çözüm garantisiyle çözülmektedir. Eğitmenlerin kaliteli çözümler için harcadıkları emeğin bir karşılığı olması adına uygulamamız ücretlidir. Kunduz'a ilk kaydolduğunda hesabına tanımlanan ücretsiz sorularla eğitmenlerimizin çözümlerini test edebilirsin 😇"", 'modified': '2019-11-16T13:14:11Z'}",5 questions a year to whom is enough
359,2019-11-13 20:03:34,5 6 tane mat sorum duruyor bir dahaki ay yenilemeyeceğim,1,FALSE,Sorularım çözülmedi,Yesilcolpan,"{'id': 11879514, 'body': ""Merhabalar, öncelikle yaşadığın aksaklık için özür dileriz. 🙏🏼Bize kullanıcı bilgilerin ile birlikte geribildirim@kunduzapp.com üzerinden yazabilirsen senin için gerekli iyileştirmeleri yapacağımızdan emin olabilirsin. 😇Kunduz'a bir şans daha vermek istemez misin? 🤗"", 'modified': '2019-11-16T13:20:09Z'}","5 6 matte questions stops, the next month I will not renew the next month"
360,2019-08-02 13:51:34,"İyi günler, kunduz uygulamasını uzun süredir kullanan biri olarak bir şikayetimi dile getirmek istiyorum. Az önce çözümü gelen bir soruyu puanlayıp ‘çözümde  anlamadığım kısmı ’ feedback kısmına yazdım ve açıklamalarını rica ettim. Soruyu çözen kişi tarafından güvercin ile gönderilen mesaj ‘huawei p30 lite 48 piksel ile çektim. Nankör. ‘ şeklindeydi. Bu tavrı görmezden gelip anlamadığımı ve bunu feedback kısmına yazdığımı birkez de soruyu çözen kişiye ilettim. Bu sefer kendilerinin cevabı ‘zor bir soru, biraz düşün’ şeklindeydi. Soruyu çözecek kişileri nasıl seçiyorsunuz bilmiyorum ama böyle bir tavırla karşılaşmak hiç hoş değil. Dakikalarca çözüme bakıp anlamadığım kısmı yazmama ve üslubumu hep kibar tutmama rağmen ilk aldığım cevap nankör, ikinci aldığım cevap ise ‘biraz düşün’ oldu. (Güncelleme: 1 gün sonra Kunduz destek ekibi benimle iletişime geçti, durumla ilgilendiklerini ve özür dilediklerini söylediler. Sorunun bu kadar hızlı çözülmüş olması beni de mutlu etti. Çok nazik ve hassas bir tutum sergiledikleri, kullanıcıları dikkate aldıkları için Kunduz destek ekibine birkez daha teşekkür ederim.)",5,FALSE,Rezillik,şvvl🌸,,"I would like to express my complaint as someone who has used a good day for a long time. I just wrote a question that came to the solution and wrote it to the Feedback section of the ‘part that I do not understand in the solution’ and asked them to explanations. The message sent by pigeon by the person who solved the question ‘Huawei P30 Lite 48 pixels. Ungrateful. ‘It was in the form of. I did not ignore this attitude and I did not understand and I wrote it to the Feedback section. This time their answer was ‘a difficult question, think a little.’ I don't know how you choose the people who will solve the question, but it is not nice to encounter such an attitude. Although I did not understand the solution for minutes and I did not understand the part of my style, although I always got my style polite, my first answer was NANKÖR, the second answer was ‘Think a little bit’. (Update: 1 day later, the Kunduz support team contacted me, they said that they were interested in the situation and apologized. The problem made me happy that the problem was solved so quickly. .)"
361,2019-11-13 18:04:33,Bu uygulamayı denedim sonra sildim ve yine bana mesaj gönderiyor engelliyorum ama yine mesaj gönderiyor.,1,FALSE,ÇOK ÖNEMİ,silinmiş,"{'id': 11839928, 'body': ""Merhabalar, bunu duyduğumuza üzüldük. 😔 Kunduz'dan neden ayrıldığını sorabilir miyiz? Seni yeniden aramızda görmeyi çok isteriz. 😇🙏🏼SMS listemizden ayrılmak için gönderdiğimiz mesajların en alt kısmındaki ret linkine tıklayabilirsin."", 'modified': '2019-11-14T08:51:09Z'}","I tried this application, then I deleted it and send me a message again, but again sends a message."
362,2019-11-12 10:43:02,Üye olduktan sonra nasıl iptal edebilirim .,3,FALSE,Hj,nbbkbınnophıyfybn,"{'id': 11879501, 'body': ""Merhaba,bunu duyduğumuza üzüldük😔 Kunduz'da sorduğun tüm sorular için sana %100 çözüm garantisi sunuyoruz. Ayrıca soruda anlamadığın bir kısım olursa Çözüm Değerlendir yaparak ek açıklama isteyebilirsin🌸Sana yardımcı olamadığımız bir konu mu oldu acaba? Durumu bizimle paylaşabilir isen yardımcı olmak için elimizden geleni yapacağımızdan emin olabilirsin🎈"", 'modified': '2019-11-16T13:18:42Z'}",How can I cancel it after you become a member.
363,2019-11-10 15:02:30,Hiç tavsiye etmiyorum.Fizik sorusu sordum 5 saatte çözmediler. Mesaj attım destek için 3 kere aynı otomatik cevabı aldım.İlgilenmiyorlar,1,FALSE,Paranıza değmez,Bağoş,"{'id': 11879487, 'body': 'Merhabalar, öncelikle yaşadığın aksaklık için özür dileriz. 🙏🏼Bize kullanıcı bilgilerin ile birlikte geribildirim@kunduzapp.com üzerinden yazabilirsen senin için gerekli iyileştirmeleri yapacağımızdan emin olabilirsin. 😇', 'modified': '2019-11-16T13:17:38Z'}",I didn't recommend it at all. I sent a message 3 times to support the same automatic answer.
364,2019-11-10 13:52:16,"Kunduzu 1 yıldan beri kullanıyorum neredeyse 
Bu yılın başında indirimle yıllık paket aldım aldığıma pişman oldum. 
Eskiden çok geç vakitler olmadıkça attığım her soru 15-20 dk içinde cevaplanırdı ama şimdi bir soru attım ve 30 dk geçmesine rağmen soru daha kabul edilmedi bile 
Bu yavaşlama neden kaynaklanıyor bilmiyorum ama düzeltilmesini istiyorum 
(2 gündür Kunduz reklamı görüyorum ve reklamda 30 dk içinde %100 çözüm gibi şeyler yazıyor ama paket almayı düşünen arkadaşlar bu sözlere kanmasın. Şu an soruyu atalı neredeyse 40 dk oldu ama hala “eğitmen bekleniyor” yazısıyla karşı karşıyayım)",1,TRUE,40 dk geçmesine rağmen çözülmeyen soru,m4dburger,"{'id': 11413635, 'body': ""Merhabalar, öncelikle yaşadığın aksaklık için özür dileriz.🙏🏼 Teknik bir sıkıntıdan kaynaklanan bu sorun kısa bir süre öncesinde arkadaşlarımız tarafından çözüldü. 😇Sorularını rahatlıkla Kunduz'a sormaya devam edebilirsin. 🤗"", 'modified': '2019-10-23T06:46:33Z'}","I have been using the swaddle for 1 year
At the beginning of this year, I bought an annual package with a discount I regretted that I bought it.
Every question I threw unless there was too late in the past, it would be answered in 15-20 minutes, but now I threw a question and even though it was 30 minutes, the question was not even accepted.
I don't know why this slowdown is due to it, but I want it to be corrected
(I have been seeing a kunduz ad for 2 days and he writes things like 100 %solution in the advertisement in the advertisement, but friends who are thinking of buying a package do not fall into these words."
365,2019-11-07 20:52:40,Güzel ancak sadece soru atıyorsunuz karşıdaki hoca/öğrenci çözümü açıklayıcı anlaşılır şekilde yazarsa ne ala yazmazsa da anlamadığınızla kalıyorsunuz geri mesaj atamıyorsunuz anlayamadığınızı tekrar soramıyorsunuz. Bu kadar yüksek ücretler için daha fazla şey barındırmalı bence en azından geri bildirim bırakabilmeliyiz bilmiyorum zaten genelde video çözümlü kitaplar çözüyorum. O yüzden sadece video çözümü olmayan kitaplar için kullanacağım.,4,FALSE,Yüksek Ücrete Değer Mi?,HCGMNN,"{'id': 11726737, 'body': ""Merhabalar, bunu duyduğumuza üzüldük. 🙏🏼 Çözümü Değerlendir seçeneği sayesinde çözümde anlamadığın yerler olursa eğitmenlerimizden ek açıklama talep edebiliyorsun. Kunduz'a bir şans daha vermek istemez misin? 😇"", 'modified': '2019-11-08T07:00:54Z'}","Nice, but you just throw questions in the opposite teacher/student solution understandable in a way that does not write what you do not understand that you do not understand that you can not ask you can not ask again. I think we should be able to leave feedback at least I don't know if we should have more feedback for such high wages. So I will only use it for books that do not have a video solution."
366,2019-10-31 16:47:32,Kesinlikle yüklemeyin paket almama rağmen bana soru sorma hakkımın bittiğini söylediler 199TLlem çöp oldu destek ekibi falan da hikaye 2 gündür yanıt için bekliyorum e-mail atmama rağmen ona da geri dönmediler başlı başına para tuzağı,1,FALSE,DOLANDIRICILAR,Ebrar Aydın,"{'id': 11598486, 'body': 'Merhabalar, öncelikle yaşadığın aksaklık için özür dileriz. 🙏🏼Bize kullanıcı bilgilerin ile birlikte geribildirim@kunduzapp.com üzerinden yazabilirsen senin için gerekli iyileştirmeleri yapacağımızdan emin olabilirsin. 😇\n', 'modified': '2019-11-01T12:26:42Z'}","Absolutely not to install the package, even though I get the right to ask me that my right to ask the 199TL Garbage was the support team or something I have been waiting for a response for 2 days, but they did not return to him, but they did not return to him."
367,2019-12-05 18:20:00,Mükemmel bir uygulama ama keşke ücretli olmasaymış ama yinede güzel eğitim sürecimde bana ve arkadaşlarıma yardımcı oluyor teşekkürler ⚡️♾,5,FALSE,Müq,~moon_water~,,"It is an excellent application, but I wish it wasn't paid, but still helps me and my friends in my beautiful education process ⚡️♾"
368,2021-08-02 9:49:20,Ücretsiz olsa daha iyi olabilir herkes faydalanırdı 😕,1,FALSE,Ücretsiz,mihraç123456,"{'id': 24296863, 'body': 'Merhaba, eğitmenlerimiz çözdükleri sorulardan belirli bir kazanç elde ediyor, onların emeklerinin karşılığını verebilmemiz adına da paketlerimiz en ekonomik şekilde sunuluyor.😊 Yardımcı olabileceğimiz başka bir konu olursa bize her zaman Destek kısmından ulaşabilirsin.🎈', 'modified': '2021-08-03T20:03:54Z'}","It could be better if it was free, everyone would benefit 😕"
369,2021-01-23 14:41:29,İndirmek istemediğim halde hâla karşıma çıkıyor atlıyorum yine çıkıyor bıktım artık zaten indirdiğimde de sorunun cevabı gelmiyor.,1,FALSE,Bıktım artık,kavalebrar,"{'id': 20667621, 'body': 'Merhaba, yaşadığın aksaklığı daha iyi anlayabilmemiz ve yardımcı olabilmemiz için bize geribildirim@kunduz.com adresi üzerinden ulaşabilir misin?🙏🏻', 'modified': '2021-01-26T21:24:54Z'}","Although I do not want to download, I still come across me again, I'm tired of it again when I download it now the answer to the problem does not come."
370,2021-01-22 14:55:50,3 sorudan 2 sini çözemeyip müfredat dışı diyorlar.,1,FALSE,beğenmedim,M.ARSLAN.,"{'id': 20603671, 'body': 'Merhaba, yaşadığın aksaklığı daha iyi anlayabilmemiz ve yardımcı olabilmemiz için bize geribildirim@kunduz.com adresi üzerinden ulaşabilir misin?🙏🏻', 'modified': '2021-01-24T11:10:27Z'}",They cannot solve 2 out of 3 questions and call it out of the curriculum.
371,2021-01-18 8:18:02,Çok kötü,1,FALSE,🤬🤬🤬🤬,MR-MnM,"{'id': 20512679, 'body': ""Merhaba, uygulamamızı beğenmemiş olmana çok üzüldük.😞 Kunduz'la ilgili deneyimlerini duymayı ve sana yardımcı olmayı çok isteriz.🙏🏻 Bizimle geribildirim@kunduz.com adresi üzerinden iletişime geçebilir misin? Şimdiden teşekkürler.🌸"", 'modified': '2021-01-19T21:18:45Z'}",Too bad
372,2020-08-26 12:50:31,Diferansiyel denklemler sorusu için müfredat dışı dedi kredim gitti sistemselmi eğitimcidenmi bilemedim uygulama işime yaramadı kısacası,1,FALSE,Kendine güvenen yok galiba,mbdemir,"{'id': 17581931, 'body': 'Merhaba, bu aksaklıktan dolayı çok üzgünüz.😞 Sorun müfredat dışı olarak raporlandığı takdirde soru hakkın hesabına otomatik olarak iade ediliyor. Böylelikle sen de soru hakkını kaybetmemiş oluyorsun.🙏🏻 Yardımcı olmamızı istediğin farklı konular olursa bize her zaman Destek üzerinden ulaşabilirsin.🌸', 'modified': '2020-08-30T11:39:16Z'}","For the question of differential equations, I said out -of -curriculum."
373,2020-08-22 14:10:34,"Paylaştığım 12 sorunun 6’sı hatalıydı ve hatta 2 soruda da seçeneklerde olmayan cevaplar buldular. Ardından hatalı olduğunu belirtince de soruyu raporladılar. Eğer işinizi düzgün yapmayacaksanız , milleti de kandırmayın . Çok yazık!",1,FALSE,Çok hata var,Sukrcnn,"{'id': 17511540, 'body': 'Değerli öğrencimiz, uygulamamızda en çok önem verdiğimiz konu kaliteli çözümleri sizlere ulaştırmaktır. Bu konuda sıkıntı yaşıyor olman bizleri çok üzdü.😞 Sana daha yakından yardımcı olmayı çok isteriz, bizimle geribildirim@kunduzapp.com adresi üzerinden iletişime geçebilir misin? Şimdiden teşekkürler.🌺', 'modified': '2020-08-26T10:44:28Z'}","6 of the 12 questions I shared were wrong and even found answers that were not in the options in 2 questions. Then they reported that they were wrong and reported the question. If you are not going to do your job properly, do not fool the nation. What a pity!"
374,2020-05-08 15:14:04,Uygulama normalde güzel yani hiçbir eksiği yok başkalarının sorularını bile çözebiliyorsunuz fakat ücretsiz haklar bittikten sonra olay hırsızlığa dönüyor yani para yatıramayanlar için çöp kutusu para yatıranlar içinse para tuzağı.,2,FALSE,Kunduz,<^^*^^>,"{'id': 15211716, 'body': ""Merhaba, siz değerli öğrencilerimizin sorularını yanıtlamak adına 10,000'den fazla eğitmenimiz çalışıyor. Eğitmenlerimizin emeklerini karşılıksız bırakmamak için farklı ücretlerde paketlerimiz bulunuyor.😇 Paketlerle ilgili detaylı bilgi almak istersen bizimle Destek üzerinden iletişime geçebilirsin.🎈"", 'modified': '2020-05-09T16:34:49Z'}","The application is normally beautiful, so you can solve the questions of others, but after free rights, the event returns to the theft after the end of the event, so for those who can not deposit money for those who deposit money trap."
375,2020-05-03 12:53:53,Soruda hoca 11+3=20 şeklinde cevap aldım.,1,FALSE,Şıkka göre bişeyler uyduruyorlar,.🧐,"{'id': 15083766, 'body': 'Değerli öğrencimiz, uygulamamızda en çok önem verdiğimiz konu kaliteli çözümleri sizlere ulaştırmaktır. Bu konuda sıkıntı yaşıyor olman bizleri çok üzdü.😞 Sana daha yakından yardımcı olmayı çok isteriz, bizimle geribildirim@kunduzapp.com adresi üzerinden iletişime geçebilir misin? Şimdiden teşekkürler.🌺', 'modified': '2020-05-04T14:59:51Z'}","In the question, I got an answer in the form of 11+3 = 20."
376,2020-05-01 11:41:07,"Kunduzu 2020de kullananlar program için ücret ödeniyormu
Birde 3 sorma hakkını kullandıktan sonra ücretli oluyormuş ben 2 soru sordum üyede oldum ama ücret nedeniyle sildim üye olduğumdan dolayı ben her ay ücret ödeyecekmiyim üyelikten çıkmak istiyorum yardımcı olurmusunuz",1,FALSE,Çok kötü,sldmdıle,"{'id': 15083519, 'body': 'Merhaba, sen bir paket satın almadığın sürece senden herhangi bir ücret alınmaz.👼 Uygulamamızla ilgili deneyimlerini duymayı çok isteriz, bizimle geribildirim@kunduzapp.com adresi üzerinden düşüncelerini paylaşırsan çok mutlu oluruz.🌺', 'modified': '2020-05-04T14:47:23Z'}","Are those who users in 2020 in 2020?
After using the right to ask 3, I asked 2 questions I was a member, but I deleted it because of the fee, because I am a member, I will pay a fee every month."
377,2020-04-29 21:37:47,Uygulama güzel cevaplar hızlı geliyor ama bir çok sorum yanlış çözülüyor yanlış bilgi veriliyor artık tedirgin olmaya ve güvenmemeye başladım kaç defadır yanlış bilgi veriliyor yanlış çözülüyor ve kafam karışıyor yanlış bilgi öğrenmek istemiyorum nasıl güvenicem bilmiyorum bundan sonra bunu kendim de söylemiyorum yanlış çözüyoşar diye geri dönüşlerde bu kaç defadır önceki eğitmenin yanlış bilgivermiş yanlış çözülmüş gibisinden geri dönüşler alıyorum bundan sonra zor soru atarım korkuyorum çünkü yanlış bişey öğrenicem diye yine de teşekkürler😊,1,FALSE,Soru atmaya korkuyorum artık,zeryazin,"{'id': 15081844, 'body': 'Değerli öğrencimiz, uygulamamızda en çok önem verdiğimiz konu kaliteli çözümleri sizlere ulaştırmaktır. Bu konuda sıkıntı yaşıyor olman bizleri çok üzdü.😞 Sana daha yakından yardımcı olmayı çok isteriz, bizimle geribildirim@kunduzapp.com adresi üzerinden iletişime geçebilir misin? Şimdiden teşekkürler.🌺', 'modified': '2020-05-04T13:33:57Z'}","The application is good answers quickly, but a lot of questions are solved wrongly solved wrong information is given no longer to be anxious and not to trust how many times the wrong information is given the wrong information is solved and confused wrong information I do not want to learn how to trust how I do not say that I do not say it myself. Over the time, the previous instructor is wrong information, I get feedback from the wrong solved, I'm afraid that I will throw a hard question because I will learn something wrong anyway."
